,x,y,power,speed,spot_diameter,laser_current,signal,ID1,ID2,C1,C2,delta,scan_number
89,-27.750972747802734,-82.53256225585938,4800.0,1500.0,100.0,2992.0,1326.0,1.0,0.0,0.0,20.0,0.009823618456721306,24.0
90,-27.74199104309082,-82.53817749023438,4800.0,1500.0,100.0,3897.0,1289.0,1.0,0.0,0.0,20.0,0.010592538863420486,24.0
91,-23.851646423339844,-85.59992980957031,4800.0,1500.0,100.0,764.0,693.0,1.0,0.0,0.0,20.0,4.950667381286621,25.0
92,-23.859880447387695,-85.5965576171875,4800.0,1500.0,100.0,2760.0,800.0,1.0,0.0,0.0,20.0,0.008897799998521805,25.0
93,-23.86923599243164,-85.5898208618164,4800.0,1500.0,100.0,3954.0,1206.0,1.0,0.0,0.0,20.0,0.011528664268553257,25.0
94,-23.87934112548828,-85.58120727539062,4800.0,1500.0,100.0,4291.0,1248.0,1.0,0.0,0.0,20.0,0.013278086669743061,25.0
95,-27.75845718383789,-82.99626159667969,4800.0,1500.0,100.0,1274.0,539.0,1.0,0.0,0.0,20.0,4.661489963531494,26.0
96,-27.751346588134766,-83.00337219238281,4800.0,1500.0,100.0,3070.0,759.0,1.0,0.0,0.0,20.0,0.010055900551378727,26.0
97,-27.742366790771484,-83.00898742675781,4800.0,1500.0,100.0,3932.0,856.0,1.0,0.0,0.0,20.0,0.01059092115610838,26.0
98,-24.074325561523438,-85.90830993652344,4800.0,1500.0,100.0,1164.0,539.0,1.0,0.0,0.0,20.0,4.67553186416626,27.0
99,-24.082561492919922,-85.8978271484375,4800.0,1500.0,100.0,3006.0,738.0,1.0,0.0,0.0,20.0,0.013331144116818905,27.0
100,-24.091541290283203,-85.8978271484375,4800.0,1500.0,100.0,3907.0,973.0,1.0,0.0,0.0,20.0,0.00897979736328125,27.0
101,-27.75845718383789,-83.46519470214844,4800.0,1500.0,100.0,781.0,693.0,1.0,0.0,0.0,20.0,4.400451183319092,28.0
102,-27.751346588134766,-83.47193145751953,4800.0,1500.0,100.0,3108.0,1161.0,1.0,0.0,0.0,20.0,0.00979512371122837,28.0
103,-27.742366790771484,-83.48390197753906,4800.0,1500.0,100.0,3943.0,1217.0,1.0,0.0,0.0,20.0,0.014964294619858265,28.0
104,-24.29625701904297,-86.21145629882812,4800.0,1500.0,100.0,1238.0,539.0,1.0,0.0,0.0,20.0,4.394908905029297,29.0
105,-24.30449104309082,-86.21145629882812,4800.0,1500.0,100.0,3052.0,670.0,1.0,0.0,0.0,20.0,0.008234024047851562,29.0
106,-24.313098907470703,-86.20545959472656,4800.0,1500.0,100.0,4043.0,1060.0,1.0,0.0,0.0,20.0,0.010490748099982738,29.0
107,-27.75845718383789,-83.94274139404297,4800.0,1500.0,100.0,860.0,838.0,1.0,0.0,0.0,20.0,4.121939659118652,30.0
108,-27.750972747802734,-83.94834899902344,4800.0,1500.0,100.0,3153.0,958.0,1.0,0.0,0.0,20.0,0.009352113120257854,30.0
109,-27.74199104309082,-83.954345703125,4800.0,1500.0,100.0,3968.0,1046.0,1.0,0.0,0.0,20.0,0.010799605399370193,30.0
110,-24.519311904907227,-86.51795959472656,4800.0,1500.0,100.0,1299.0,539.0,1.0,0.0,0.0,20.0,4.117982387542725,31.0
111,-24.527172088623047,-86.5115966796875,4800.0,1500.0,100.0,3081.0,819.0,1.0,0.0,0.0,20.0,0.010112822987139225,31.0
112,-24.535778045654297,-86.50337219238281,4800.0,1500.0,100.0,4056.0,1161.0,1.0,0.0,0.0,20.0,0.011903977952897549,31.0
113,-27.75845718383789,-84.41168212890625,4800.0,1500.0,100.0,1162.0,1018.0,1.0,0.0,0.0,20.0,3.841982364654541,32.0
